country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Nicaragua,2015,female,5-14 years,7,592557,1.18,Nicaragua2015,,"12,611,087,031",2303,Generation Z
Nicaragua,2015,male,5-14 years,5,628588,0.8,Nicaragua2015,,"12,611,087,031",2303,Generation Z
Nicaragua,2015,female,75+ years,0,75925,0.0,Nicaragua2015,,"12,611,087,031",2303,Silent
Norway,1986,male,35-54 years,137,500900,27.35,Norway1986,,"78,693,253,276",20117,Silent
Norway,1986,male,25-34 years,86,318200,27.03,Norway1986,,"78,693,253,276",20117,Boomers
Norway,1986,male,15-24 years,69,336000,20.54,Norway1986,,"78,693,253,276",20117,Generation X
Norway,1986,male,75+ years,19,102800,18.48,Norway1986,,"78,693,253,276",20117,G.I. Generation
Norway,1986,female,55-74 years,56,430100,13.02,Norway1986,,"78,693,253,276",20117,G.I. Generation
Norway,1986,male,5-14 years,7,288100,2.43,Norway1986,,"78,693,253,276",20117,Generation X
Norway,1987,male,75+ years,35,105000,33.33,Norway1987,,"94,230,055,659",23980,G.I. Generation
Norway,1987,male,55-74 years,125,379500,32.94,Norway1987,,"94,230,055,659",23980,G.I. Generation
Norway,1987,male,25-34 years,94,321100,29.27,Norway1987,,"94,230,055,659",23980,Boomers
Norway,1987,male,15-24 years,80,339300,23.58,Norway1987,,"94,230,055,659",23980,Generation X
Norway,1987,female,35-54 years,60,489000,12.27,Norway1987,,"94,230,055,659",23980,Silent
Norway,1987,female,25-34 years,29,305900,9.48,Norway1987,,"94,230,055,659",23980,Boomers
Norway,1987,female,15-24 years,12,322900,3.72,Norway1987,,"94,230,055,659",23980,Generation X
Norway,1987,female,75+ years,6,178600,3.36,Norway1987,,"94,230,055,659",23980,G.I. Generation
Norway,1987,male,5-14 years,3,281600,1.07,Norway1987,,"94,230,055,659",23980,Generation X
Norway,1987,female,5-14 years,2,268800,0.74,Norway1987,,"94,230,055,659",23980,Generation X
Norway,1988,male,75+ years,36,106900,33.68,Norway1988,,"101,900,260,856",25820,G.I. Generation
Norway,1988,male,25-34 years,102,324400,31.44,Norway1988,,"101,900,260,856",25820,Boomers
Norway,1988,male,35-54 years,163,523400,31.14,Norway1988,,"101,900,260,856",25820,Silent
Norway,1988,male,15-24 years,91,341500,26.65,Norway1988,,"101,900,260,856",25820,Generation X
Norway,1989,male,55-74 years,106,370500,28.61,Norway1989,,"102,633,789,558",25945,G.I. Generation
Norway,1989,male,15-24 years,88,339300,25.94,Norway1989,,"102,633,789,558",25945,Generation X
Norway,1989,male,25-34 years,83,327000,25.38,Norway1989,,"102,633,789,558",25945,Boomers
Norway,1989,female,55-74 years,55,416200,13.21,Norway1989,,"102,633,789,558",25945,G.I. Generation
Norway,1989,female,15-24 years,20,322400,6.2,Norway1989,,"102,633,789,558",25945,Generation X
Norway,1989,female,5-14 years,2,258500,0.77,Norway1989,,"102,633,789,558",25945,Generation X
Norway,1989,male,5-14 years,1,271400,0.37,Norway1989,,"102,633,789,558",25945,Generation X
Norway,1990,male,25-34 years,92,329000,27.96,Norway1990,0.849,"119,791,683,308",30240,Boomers
Norway,1990,male,15-24 years,74,334200,22.14,Norway1990,0.849,"119,791,683,308",30240,Generation X
Norway,1990,female,35-54 years,62,522500,11.87,Norway1990,0.849,"119,791,683,308",30240,Silent
Norway,1990,female,15-24 years,20,318800,6.27,Norway1990,0.849,"119,791,683,308",30240,Generation X
Norway,1990,male,5-14 years,4,268100,1.49,Norway1990,0.849,"119,791,683,308",30240,Generation X
Norway,1991,male,55-74 years,120,361500,33.2,Norway1991,,"121,872,464,483",30678,Silent
Norway,1991,male,35-54 years,162,558800,28.99,Norway1991,,"121,872,464,483",30678,Boomers
Norway,1991,male,25-34 years,92,331500,27.75,Norway1991,,"121,872,464,483",30678,Boomers
Norway,1991,female,25-34 years,25,313900,7.96,Norway1991,,"121,872,464,483",30678,Boomers
Norway,1991,female,5-14 years,1,253800,0.39,Norway1991,,"121,872,464,483",30678,Millenials
Norway,1992,male,75+ years,36,113200,31.8,Norway1992,,"130,838,040,068",32793,G.I. Generation
Norway,1992,male,15-24 years,91,322300,28.23,Norway1992,,"130,838,040,068",32793,Generation X
Norway,1992,male,25-34 years,78,335000,23.28,Norway1992,,"130,838,040,068",32793,Boomers
Norway,1992,female,35-54 years,68,546600,12.44,Norway1992,,"130,838,040,068",32793,Boomers
Norway,1992,female,55-74 years,43,400400,10.74,Norway1992,,"130,838,040,068",32793,Silent
Norway,1992,female,25-34 years,21,316800,6.63,Norway1992,,"130,838,040,068",32793,Boomers
Norway,1992,female,15-24 years,16,308300,5.19,Norway1992,,"130,838,040,068",32793,Generation X
Norway,1993,male,75+ years,42,114900,36.55,Norway1993,,"120,579,072,751",30066,G.I. Generation
Norway,1993,male,35-54 years,162,582800,27.8,Norway1993,,"120,579,072,751",30066,Boomers
Norway,1993,male,55-74 years,86,355100,24.22,Norway1993,,"120,579,072,751",30066,Silent
Norway,1993,male,15-24 years,69,315200,21.89,Norway1993,,"120,579,072,751",30066,Generation X
Norway,1994,male,35-54 years,131,594400,22.04,Norway1994,,"127,131,461,120",31520,Boomers
Norway,1994,male,75+ years,25,116200,21.51,Norway1994,,"127,131,461,120",31520,G.I. Generation
Norway,1994,female,55-74 years,47,393000,11.96,Norway1994,,"127,131,461,120",31520,Silent
Norway,1994,female,35-54 years,53,569000,9.31,Norway1994,,"127,131,461,120",31520,Boomers
Norway,1994,female,25-34 years,26,324400,8.01,Norway1994,,"127,131,461,120",31520,Boomers
Norway,1994,male,5-14 years,6,275100,2.18,Norway1994,,"127,131,461,120",31520,Millenials
Norway,1995,male,55-74 years,94,351900,26.71,Norway1995,0.883,"152,027,402,450",37483,Silent
Norway,1995,male,35-54 years,137,604700,22.66,Norway1995,0.883,"152,027,402,450",37483,Boomers
Norway,1995,male,25-34 years,76,344100,22.09,Norway1995,0.883,"152,027,402,450",37483,Generation X
Norway,1995,female,15-24 years,16,288900,5.54,Norway1995,0.883,"152,027,402,450",37483,Generation X
Norway,1995,female,25-34 years,17,327600,5.19,Norway1995,0.883,"152,027,402,450",37483,Generation X
Norway,1995,male,5-14 years,7,279700,2.5,Norway1995,0.883,"152,027,402,450",37483,Millenials
Norway,1995,female,5-14 years,2,265900,0.75,Norway1995,0.883,"152,027,402,450",37483,Millenials
Norway,1996,male,35-54 years,122,614800,19.84,Norway1996,,"163,517,783,497",40098,Boomers
Norway,1996,male,5-14 years,6,284800,2.11,Norway1996,,"163,517,783,497",40098,Millenials
Norway,1996,female,5-14 years,3,270700,1.11,Norway1996,,"163,517,783,497",40098,Millenials
Norway,1997,male,25-34 years,57,347800,16.39,Norway1997,,"161,354,369,893",39335,Generation X
Norway,1997,female,35-54 years,65,597800,10.87,Norway1997,,"161,354,369,893",39335,Boomers
Norway,1997,female,55-74 years,30,382000,7.85,Norway1997,,"161,354,369,893",39335,Silent
Norway,1997,female,15-24 years,13,276800,4.7,Norway1997,,"161,354,369,893",39335,Generation X
Norway,1997,female,5-14 years,0,275300,0.0,Norway1997,,"161,354,369,893",39335,Millenials
Norway,1998,male,15-24 years,67,282300,23.73,Norway1998,,"154,165,219,812",37334,Generation X
Norway,1998,male,55-74 years,77,352100,21.87,Norway1998,,"154,165,219,812",37334,Silent
Norway,1998,male,35-54 years,132,632200,20.88,Norway1998,,"154,165,219,812",37334,Boomers
Norway,1998,female,55-74 years,40,382100,10.47,Norway1998,,"154,165,219,812",37334,Silent
Norway,1998,female,35-54 years,54,605700,8.92,Norway1998,,"154,165,219,812",37334,Boomers
Norway,1998,female,25-34 years,23,335200,6.86,Norway1998,,"154,165,219,812",37334,Generation X
Norway,1998,male,5-14 years,5,295200,1.69,Norway1998,,"154,165,219,812",37334,Millenials
Norway,1998,female,5-14 years,0,280100,0.0,Norway1998,,"154,165,219,812",37334,Millenials
Norway,1999,male,15-24 years,79,278738,28.34,Norway1999,,"162,286,003,693",39013,Generation X
Norway,1999,male,55-74 years,99,357547,27.69,Norway1999,,"162,286,003,693",39013,Silent
Norway,1999,male,25-34 years,91,349023,26.07,Norway1999,,"162,286,003,693",39013,Generation X
Norway,1999,male,35-54 years,135,639018,21.13,Norway1999,,"162,286,003,693",39013,Boomers
Norway,1999,male,75+ years,25,127946,19.54,Norway1999,,"162,286,003,693",39013,G.I. Generation
Norway,1999,female,35-54 years,61,612468,9.96,Norway1999,,"162,286,003,693",39013,Boomers
Norway,1999,female,15-24 years,24,268442,8.94,Norway1999,,"162,286,003,693",39013,Generation X
Norway,1999,female,5-14 years,1,285484,0.35,Norway1999,,"162,286,003,693",39013,Millenials
Norway,1999,male,5-14 years,1,300904,0.33,Norway1999,,"162,286,003,693",39013,Millenials
Norway,2000,male,25-34 years,80,336252,23.79,Norway2000,0.917,"171,315,639,983",41099,Generation X
Norway,2000,male,35-54 years,151,644550,23.43,Norway2000,0.917,"171,315,639,983",41099,Boomers
Norway,2000,male,75+ years,27,129167,20.9,Norway2000,0.917,"171,315,639,983",41099,G.I. Generation
Norway,2000,female,25-34 years,27,323870,8.34,Norway2000,0.917,"171,315,639,983",41099,Generation X
Norway,2000,female,35-54 years,50,617821,8.09,Norway2000,0.917,"171,315,639,983",41099,Boomers
Norway,2000,female,55-74 years,29,390859,7.42,Norway2000,0.917,"171,315,639,983",41099,Silent
Norway,2000,male,5-14 years,4,306438,1.31,Norway2000,0.917,"171,315,639,983",41099,Millenials
Norway,2000,female,5-14 years,0,290467,0.0,Norway2000,0.917,"171,315,639,983",41099,Millenials
Norway,2001,male,75+ years,39,130190,29.96,Norway2001,,"174,003,247,439",41281,Silent
Norway,2001,male,15-24 years,61,276255,22.08,Norway2001,,"174,003,247,439",41281,Millenials
Norway,2001,female,35-54 years,64,620966,10.31,Norway2001,,"174,003,247,439",41281,Boomers
Norway,2001,female,15-24 years,20,264797,7.55,Norway2001,,"174,003,247,439",41281,Millenials
Norway,2001,female,25-34 years,18,330804,5.44,Norway2001,,"174,003,247,439",41281,Generation X
Norway,2001,male,5-14 years,0,310993,0.0,Norway2001,,"174,003,247,439",41281,Millenials
Norway,2002,male,25-34 years,74,335566,22.05,Norway2002,,"195,418,347,153",46049,Generation X
Norway,2002,male,55-74 years,85,388778,21.86,Norway2002,,"195,418,347,153",46049,Silent
Norway,2002,male,35-54 years,116,650114,17.84,Norway2002,,"195,418,347,153",46049,Boomers
Norway,2002,male,15-24 years,49,277736,17.64,Norway2002,,"195,418,347,153",46049,Millenials
Norway,2002,female,15-24 years,15,266365,5.63,Norway2002,,"195,418,347,153",46049,Millenials
Norway,2002,male,5-14 years,2,315265,0.63,Norway2002,,"195,418,347,153",46049,Millenials
Norway,2002,female,5-14 years,0,298572,0.0,Norway2002,,"195,418,347,153",46049,Millenials
Norway,2003,male,15-24 years,58,280898,20.65,Norway2003,,"228,752,436,372",53533,Millenials
Norway,2003,male,75+ years,27,131312,20.56,Norway2003,,"228,752,436,372",53533,Silent
Norway,2003,male,35-54 years,134,654050,20.49,Norway2003,,"228,752,436,372",53533,Boomers
Norway,2003,female,55-74 years,30,418033,7.18,Norway2003,,"228,752,436,372",53533,Silent
Norway,2003,female,35-54 years,45,629033,7.15,Norway2003,,"228,752,436,372",53533,Boomers
Norway,2003,female,25-34 years,22,321320,6.85,Norway2003,,"228,752,436,372",53533,Generation X
Norway,2003,female,75+ years,11,220907,4.98,Norway2003,,"228,752,436,372",53533,Silent
Norway,2003,male,5-14 years,6,317824,1.89,Norway2003,,"228,752,436,372",53533,Millenials
Norway,2003,female,5-14 years,3,300868,1.0,Norway2003,,"228,752,436,372",53533,Millenials
Norway,2004,male,75+ years,29,132357,21.91,Norway2004,,"264,357,494,659",61450,Silent
Norway,2004,male,35-54 years,138,659148,20.94,Norway2004,,"264,357,494,659",61450,Boomers
Norway,2004,male,25-34 years,59,322017,18.32,Norway2004,,"264,357,494,659",61450,Generation X
Norway,2004,female,15-24 years,20,273419,7.31,Norway2004,,"264,357,494,659",61450,Millenials
Norway,2004,female,25-34 years,20,315751,6.33,Norway2004,,"264,357,494,659",61450,Generation X
Norway,2005,male,25-34 years,73,316562,23.06,Norway2005,0.931,"308,722,079,938",71215,Generation X
Norway,2005,male,55-74 years,73,422027,17.3,Norway2005,0.931,"308,722,079,938",71215,Silent
Norway,2005,female,35-54 years,62,641651,9.66,Norway2005,0.931,"308,722,079,938",71215,Boomers
Norway,2005,female,15-24 years,20,278355,7.19,Norway2005,0.931,"308,722,079,938",71215,Millenials
Norway,2005,male,5-14 years,4,318304,1.26,Norway2005,0.931,"308,722,079,938",71215,Millenials
Norway,2005,female,5-14 years,1,301502,0.33,Norway2005,0.931,"308,722,079,938",71215,Millenials
Norway,2006,male,55-74 years,90,432581,20.81,Norway2006,,"345,424,664,369",79007,Silent
Norway,2006,male,35-54 years,135,672675,20.07,Norway2006,,"345,424,664,369",79007,Boomers
Norway,2006,female,55-74 years,35,443984,7.88,Norway2006,,"345,424,664,369",79007,Silent
Norway,2006,female,75+ years,6,220894,2.72,Norway2006,,"345,424,664,369",79007,Silent
Norway,2006,female,5-14 years,0,300630,0.0,Norway2006,,"345,424,664,369",79007,Millenials
Norway,2007,male,25-34 years,60,312302,19.21,Norway2007,,"401,082,621,083",90797,Generation X
Norway,2007,male,35-54 years,127,682978,18.6,Norway2007,,"401,082,621,083",90797,Boomers
Norway,2007,male,55-74 years,71,443643,16.0,Norway2007,,"401,082,621,083",90797,Silent
Norway,2007,female,35-54 years,62,656105,9.45,Norway2007,,"401,082,621,083",90797,Boomers
Norway,2007,female,25-34 years,21,305124,6.88,Norway2007,,"401,082,621,083",90797,Generation X
Norway,2007,female,75+ years,13,220209,5.9,Norway2007,,"401,082,621,083",90797,Silent
Norway,2007,female,15-24 years,14,289740,4.83,Norway2007,,"401,082,621,083",90797,Millenials
Norway,2007,male,5-14 years,2,315302,0.63,Norway2007,,"401,082,621,083",90797,Generation Z
Norway,2008,male,25-34 years,59,314848,18.74,Norway2008,,"462,554,432,624",103431,Generation X
Norway,2008,male,55-74 years,83,455657,18.22,Norway2008,,"462,554,432,624",103431,Silent
Norway,2008,male,15-24 years,48,310905,15.44,Norway2008,,"462,554,432,624",103431,Millenials
Norway,2008,female,25-34 years,27,305368,8.84,Norway2008,,"462,554,432,624",103431,Generation X
Norway,2008,female,55-74 years,35,463679,7.55,Norway2008,,"462,554,432,624",103431,Silent
Norway,2009,male,75+ years,36,136204,26.43,Norway2009,,"386,622,457,580",85394,Silent
Norway,2009,male,55-74 years,111,468346,23.7,Norway2009,,"386,622,457,580",85394,Silent
Norway,2009,male,25-34 years,64,317068,20.18,Norway2009,,"386,622,457,580",85394,Generation X
Norway,2009,male,15-24 years,51,317853,16.05,Norway2009,,"386,622,457,580",85394,Millenials
Norway,2009,female,25-34 years,31,306776,10.11,Norway2009,,"386,622,457,580",85394,Generation X
Norway,2009,female,35-54 years,59,669131,8.82,Norway2009,,"386,622,457,580",85394,Boomers
Norway,2009,female,55-74 years,39,475431,8.2,Norway2009,,"386,622,457,580",85394,Silent
Norway,2009,female,15-24 years,18,302896,5.94,Norway2009,,"386,622,457,580",85394,Millenials
Norway,2009,male,5-14 years,1,314371,0.32,Norway2009,,"386,622,457,580",85394,Generation Z
Norway,2010,male,75+ years,31,136494,22.71,Norway2010,0.94,"429,130,952,709",93638,Silent
Norway,2010,male,55-74 years,99,481582,20.56,Norway2010,0.94,"429,130,952,709",93638,Silent
Norway,2010,male,15-24 years,59,325364,18.13,Norway2010,0.94,"429,130,952,709",93638,Millenials
Norway,2010,female,35-54 years,68,674673,10.08,Norway2010,0.94,"429,130,952,709",93638,Generation X
Norway,2010,female,55-74 years,49,487412,10.05,Norway2010,0.94,"429,130,952,709",93638,Silent
Norway,2010,female,25-34 years,24,309282,7.76,Norway2010,0.94,"429,130,952,709",93638,Generation X
Norway,2010,female,5-14 years,0,299351,0.0,Norway2010,0.94,"429,130,952,709",93638,Generation Z
Norway,2011,male,75+ years,36,137152,26.25,Norway2011,0.941,"498,831,558,926",107430,Silent
Norway,2011,male,35-54 years,161,715422,22.5,Norway2011,0.941,"498,831,558,926",107430,Generation X
Norway,2011,male,25-34 years,73,326867,22.33,Norway2011,0.941,"498,831,558,926",107430,Millenials
Norway,2011,male,55-74 years,103,495066,20.81,Norway2011,0.941,"498,831,558,926",107430,Boomers
Norway,2011,female,35-54 years,72,678645,10.61,Norway2011,0.941,"498,831,558,926",107430,Generation X
Norway,2011,female,75+ years,6,214592,2.8,Norway2011,0.941,"498,831,558,926",107430,Silent
Norway,2011,male,5-14 years,3,313520,0.96,Norway2011,0.941,"498,831,558,926",107430,Generation Z
Norway,2012,male,75+ years,33,138390,23.85,Norway2012,0.942,"510,229,136,227",108408,Silent
Norway,2012,male,35-54 years,148,721883,20.5,Norway2012,0.942,"510,229,136,227",108408,Generation X
Norway,2012,male,25-34 years,61,336168,18.15,Norway2012,0.942,"510,229,136,227",108408,Millenials
Norway,2012,male,55-74 years,81,508097,15.94,Norway2012,0.942,"510,229,136,227",108408,Boomers
Norway,2012,female,75+ years,14,213622,6.55,Norway2012,0.942,"510,229,136,227",108408,Silent
Norway,2012,female,15-24 years,21,321497,6.53,Norway2012,0.942,"510,229,136,227",108408,Millenials
Norway,2012,female,55-74 years,33,511533,6.45,Norway2012,0.942,"510,229,136,227",108408,Boomers
Norway,2012,female,25-34 years,17,321049,5.3,Norway2012,0.942,"510,229,136,227",108408,Millenials
Norway,2012,female,5-14 years,1,299751,0.33,Norway2012,0.942,"510,229,136,227",108408,Generation Z
Norway,2012,male,5-14 years,1,313738,0.32,Norway2012,0.942,"510,229,136,227",108408,Generation Z
Norway,2013,male,35-54 years,154,727274,21.17,Norway2013,0.942,"523,502,127,660",109804,Generation X
Norway,2013,male,55-74 years,92,520439,17.68,Norway2013,0.942,"523,502,127,660",109804,Boomers
Norway,2013,male,25-34 years,56,345406,16.21,Norway2013,0.942,"523,502,127,660",109804,Millenials
Norway,2013,female,55-74 years,52,522697,9.95,Norway2013,0.942,"523,502,127,660",109804,Boomers
Norway,2013,female,15-24 years,20,324191,6.17,Norway2013,0.942,"523,502,127,660",109804,Millenials
Norway,2013,male,5-14 years,1,315341,0.32,Norway2013,0.942,"523,502,127,660",109804,Generation Z
Norway,2013,female,5-14 years,0,301211,0.0,Norway2013,0.942,"523,502,127,660",109804,Generation Z
Norway,2014,male,55-74 years,110,532578,20.65,Norway2014,0.944,"499,338,534,779",103443,Boomers
Norway,2014,male,25-34 years,71,353943,20.06,Norway2014,0.944,"499,338,534,779",103443,Millenials
Norway,2014,male,15-24 years,38,344245,11.04,Norway2014,0.944,"499,338,534,779",103443,Millenials
Norway,2014,female,55-74 years,51,533630,9.56,Norway2014,0.944,"499,338,534,779",103443,Boomers
Norway,2014,female,15-24 years,17,325164,5.23,Norway2014,0.944,"499,338,534,779",103443,Millenials
Norway,2015,male,75+ years,32,146511,21.84,Norway2015,,"386,663,139,403",79187,Silent
Norway,2015,male,25-34 years,64,361373,17.71,Norway2015,,"386,663,139,403",79187,Millenials
Norway,2015,female,55-74 years,62,544131,11.39,Norway2015,,"386,663,139,403",79187,Boomers
Norway,2015,female,25-34 years,31,344788,8.99,Norway2015,,"386,663,139,403",79187,Millenials
Norway,2015,female,75+ years,17,215829,7.88,Norway2015,,"386,663,139,403",79187,Silent
Norway,2015,male,5-14 years,2,320375,0.62,Norway2015,,"386,663,139,403",79187,Generation Z
Oman,2009,male,75+ years,2,10803,18.51,Oman2009,,"48,388,296,489",18557,Silent
